basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4779269,ca.proc.d.2019-05-14.10626500,2019-05-14,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8) I have the honour to table, in both official languages, the government's response to 13 petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4779270,ca.proc.d.2019-05-14.10626508,2019-05-14,4c0122f7-7958-4cbd-b99e-9d70a4dca1e8,248383,"Mr. Pierre-Luc Dusseault (Sherbrooke, NDP)",,Routine Proceedings,Excise Tax Act,," moved for leave to introduce Bill C-448, An Act to amend the Excise Tax Act (supply of digital content).
Mr. Speaker, I am pleased to rise today to introduce my bill. Just yesterday, my colleague from Rosemont—La Petite-Patrie and I were in Montreal, where we pledged to introduce a bill to fix a problem with the Excise Tax Act. This is that bill.
Bill C-448 amends the Excise Tax Act to close the loophole that allows Netflix and other digital content distributors not to collect GST even though all other digital content distributors in Canada do. Netflix is the best known of the companies that use this loophole. This bill would also apply to all other foreign digital content distributors that, like Netflix, do not abide by the same tax rules as Canadian companies. 
The purpose of the bill is to level the playing field so the same taxation rules apply to everyone. I urge the government to take its cue from this bill and make it its own so we can fix the problem at last.
(Motions deemed adopted, bill read the first time and printed)",New Democratic Party,Sherbrooke,Pierre-Luc Dusseault,http://www.parl.gc.ca/Parliamentarians/en/members/pierre-luc-dusseault(248383)
4779271,ca.proc.d.2019-05-14.10626542,2019-05-14,9225dd6b-e672-44d5-8bb7-c634b7e72f2e,216609,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",,Routine Proceedings,Petitions,Equalization,"Mr. Speaker, the residents of my community are tired of their jobs being called “dirty” and they are tired of the punitive policies of the current government, like Bill C-69, the tanker ban, which are designed to shut down the energy sector and prevent people from working. 
Therefore, I am pleased to present a petition today on behalf of the residents of my community who are asking the government to review the equalization formula and also issue a report to Canadians on the fairness, effectiveness and outcomes of the equalization program, given the government's extremely punitive policies toward the energy sector. They are tired of this.",Conservative,Calgary Nose Hill,Michelle Rempel,http://www.parl.gc.ca/Parliamentarians/en/members/michelle-rempel(216609)
4779272,ca.proc.d.2019-05-14.10626553,2019-05-14,cedf1659-ebb1-4f26-b723-5c7c5353988b,214948,"Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",,Routine Proceedings,Petitions,Eye Health,"Mr. Speaker, I would like to present a petition to the government regarding a national framework for action to promote eye health and vision care. The number of Canadians with vision loss is expected to double in the next 20 years.
 The petitioners also indicate that the emerging crisis in eye health and vision care affects everyone in the Canadian population, especially the most vulnerable, who are children, seniors, diabetics and indigenous peoples.
 The petitioners also indicate that the underlying issues common to the prevention of all eye disease and vision loss need a multi-stakeholder response. 
They are asking the government to support Motion No. 183, calling for the development of a national framework for action to promote eye health and vision care, which would benefit all Canadians through the reduction of vision impairment resulting from preventable conditions and the modification of known risk factors.",New Democratic Party,Algoma—Manitoulin—Kapuskasing,Carol Hughes,http://www.parl.gc.ca/Parliamentarians/en/members/carol-hughes(214948)
4779273,ca.proc.d.2019-05-14.10626571,2019-05-14,5984fab3-2564-47f9-a49a-ebb07b5cbb24,237228,"Mr. Nick Whalen (St. John's East, Lib.)",,Routine Proceedings,Petitions,Animal Welfare,"Mr. Speaker, I rise today to table a petition presented by constituents in my riding, related to a ban on cosmetic animal testing. The petitioners note that a ban on cosmetic animal testing would not harm or impact current cosmetics products for sale in Canada, because the European Union, of course, banned it in 2013 and its market continues to grow. 
The petitioners call for a harmonization of our laws with the European Union's laws, and as well for support for Bill S-214 from the Senate, regarding the ban on the sale and/or manufacture of animal-tested cosmetics in Canada.",Liberal,St. John's East,Nick Whalen,http://www.parl.gc.ca/Parliamentarians/en/members/nick-whalen(237228)
4779274,ca.proc.d.2019-05-14.10626587,2019-05-14,bd2068aa-74c7-430a-bdf5-6f17b14ca140,217464,"Mr. Tom Kmiec (Calgary Shepard, CPC)",,Routine Proceedings,Petitions,Mortgages,"Mr. Speaker, I rise to present a petition on behalf of 39 of my constituents. It is on the B-20 stress test. They remind the House of Commons that when it was introduced in 2018, it significantly reduced the purchasing power of countless Canadians. A hundred thousand Canadians have failed the stress test, and 50,000 Canadians have been barred from renewing their mortgages. The petitioners also remind the House of Commons that twice at the finance committee there were attempts to have this study and it was voted down by Liberal MPs. They are asking the House of Commons to study the B-20 stress test and do a full review of it.",Conservative,Calgary Shepard,Tom Kmiec,http://www.parl.gc.ca/Parliamentarians/en/members/tom-kmiec(217464)
4779275,ca.proc.d.2019-05-14.10626601,2019-05-14,b41c3b7e-c64f-4415-9f58-79d7462e5d8e,217197,"Mr. Peter Julian (New Westminster—Burnaby, NDP)",,Routine Proceedings,Petitions,Human Rights,"Mr. Speaker, I am pleased to present a petition today with signatories from central Ontario, Peterborough, Otonabee and Lakefield, Ontario, who are adding their voices to the thousands of Canadians and organizations representing more than three million Canadians that support and call upon the Government of Canada to support Bill C-331, the international promotion and protection of human rights act, which would create a new civil cause of action that would allow Canadian federal courts to hear and decide claims for violations of international law that occur outside of Canada.
The petitioners believe very strongly in Canada's commitment to human rights, and Canadian companies have been involved in human rights abuses abroad. The petitioners call on the Government of Canada to support my bill, Bill C-331. ",New Democratic Party,New Westminster—Burnaby,Peter Julian,http://www.parl.gc.ca/Parliamentarians/en/members/peter-julian(217197)
4779276,ca.proc.d.2019-05-14.10626615,2019-05-14,7cff4486-6787-493d-a4ee-a59d48f68ab3,219527,"Hon. Denis Paradis (Brome—Missisquoi, Lib.)",,Routine Proceedings,Petitions,The Environment," Mr. Speaker, I rise to present another petition related to the landfill in Coventry, Vermont, right next to Lake Memphremagog.
Lake Memphremagog supplies drinking water to 175,000 people in the region, including residents of Brome—Missisquoi.
The petitioners are calling on the Minister of Foreign Affairs to immediately ask the International Joint Commission to conduct an environmental impact assessment of the plan to expand the landfill in Coventry, Vermont, by 51 acres.",Liberal,Brome—Missisquoi,Denis Paradis,http://www.parl.gc.ca/Parliamentarians/en/members/denis-paradis(219527)
4779277,ca.proc.d.2019-05-14.10626621,2019-05-14,e849cb7a-82f0-49eb-aea4-573c06169a5d,242458,"Mr. Jim Eglinski (Yellowhead, CPC)",,Routine Proceedings,Petitions,Vyshyvanka Day,"Mr. Speaker, I am pleased to present a petition calling upon Parliament to designate every third Thursday in May Vyshyvanka Day throughout Canada. Every year, thousands of Ukrainian Canadians celebrate Vyshyvanka Day to show that the embroidered shirt is in their national genetic code, a symbol of the struggle for independence and a symbol of dignity, love and unity. The signatures are from across Canada.",Conservative,Yellowhead,Jim Eglinski,http://www.parl.gc.ca/Parliamentarians/en/members/jim-eglinski(242458)
4779278,ca.proc.d.2019-05-14.10626627,2019-05-14,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,224170,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",,Routine Proceedings,Petitions,The Environment,"Mr. Speaker, it is my honour to rise today to present a petition that deals with a Nova Scotia issue, indicative of a national concern. The petitioners are all from Calgary. The concern is with the kraft pulp mill in Abercrombie, Nova Scotia. The current plan to shut down the atrocity of the poor environmental cleanup over the 50 years of this pulp mill's operation is to run a pipe into the Gulf of St. Lawrence. That is what is being proposed. The petitioners call for the federal government to have a full environmental review of the proposed pipe and the threat that it represents to the fisheries in the Gulf of St. Lawrence.",Green Party,Saanich—Gulf Islands,Elizabeth May,http://www.parl.gc.ca/Parliamentarians/en/members/elizabeth-may(224170)
4779279,ca.proc.d.2019-05-14.10626641,2019-05-14,dfce868a-f590-4d20-b1b6-4e08a3e5b669,242959,"Mr. Wayne Stetski (Kootenay—Columbia, NDP)",,Routine Proceedings,Petitions,Human Rights,"Mr. Speaker, I am pleased to rise with a second petition in support of Bill C-331, the international promotion and protection of human rights act. It is a positive bill in that its purpose is for Canada to maintain, promote and enhance its role in the international community as a country committed to upholding human rights and environmental sustainability worldwide. We have not always acted in the best interests of the societies or the environment where we have been involved internationally. This bill provides the opportunity to provide responsible international corporate standards and to allow pursuing legal recourse within Canada to deal with some of these infractions around the world.
The signators and supporters of this petition represent three million Canadians across Canada. They are asking the government to support Bill C-331.",New Democratic Party,Kootenay—Columbia,Wayne Stetski,http://www.parl.gc.ca/Parliamentarians/en/members/wayne-stetski(242959)
4779280,ca.proc.d.2019-05-14.10626660,2019-05-14,e7d4b944-1d3e-4f87-a7df-cdbd4fe7ca2b,246470,"Mr. Gord Johns (Courtenay—Alberni, NDP)",,Routine Proceedings,Petitions,Opioids,"Mr. Speaker, I am honoured to present a petition on behalf of many people from coastal British Columbia. We know that over 10,000 people have died as a result of the preventable opioid crisis from fentanyl-poisoned sources. This petition to address the opioid crisis calls on the government to declare it a public health emergency. As we know, there have been more lives lost to this opioid crisis than there were with SARS, H1N1 and Ebola.
The petitioners are calling on the government to declare the current opioid and fentanyl poisoning crisis a national public health emergency under the Emergencies Act in order to manage and resource it, with the aim of reducing and eliminating preventable deaths, to reform current drug policy to decriminalize personal possession, and to create, with urgency and immediacy, a system to provide safe, unadulterated access to substances so that people who use substances experimentally, recreationally or chronically are not at imminent risk of overdose due to a contaminated source. I hope the government will pay attention to this and take direct action.",New Democratic Party,Courtenay—Alberni,Gord Johns,http://www.parl.gc.ca/Parliamentarians/en/members/gord-johns(246470)
