basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4780606,ca.proc.d.2019-05-27.p1,2019-05-27,,,,stagedirection,Private Members' Business,Proposed Changes to the Standing Orders,,"(Motion No. 231. On the Order: Private Members' Business:)
 April 11, 2019—Mr. Baylis (Pierrefonds—Dollard)—Changes to the Standing Orders 
",,,,
4780607,ca.proc.d.2019-05-27.10646080,2019-05-27,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Private Members' Business,Proposed Changes to the Standing Orders,,"The House will now proceed to the consideration of Private Members' Business as listed on today's Order Paper.
As members know, in order for a motion to be considered to be before the House it must first be found to be in order, then moved and seconded and, finally, the Speaker proposes it to the House. 
In proposing it to the House, the Speaker would normally read the motion in its entirety, unless, of course, the House gives its permission to dispense.
In this case, Motion No. 231, standing in the name of the hon. member for Pierrefonds—Dollard, is particularly long. The time it would take to read the motion would exceed the one-hour period allocated to private members' business and deprive members of the opportunity to debate this issue today.
Rather than reading the motion in its entirety when proposing it to the House, the Chair could simply refer to it by its number, Motion No. 231. The House can then proceed directly to the consideration of the motion so that members are afforded the full time allotted to debate on this item.
For reference purposes, the text of Motion No. 231 can be found on the Order Paper and Notice Paper under private members' business, and copies of the motion can be obtained from a table officer.
At this time, I would therefore seek the unanimous consent of the House to dispense with the reading of the entirety of the motion. Is that agreed?",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4780608,ca.proc.d.2019-05-27.p5949792,2019-05-27,,,,intervention,Private Members' Business,Proposed Changes to the Standing Orders,, No.,,,Some hon. members,
4780609,ca.proc.d.2019-05-27.10646205,2019-05-27,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Private Members' Business,Proposed Changes to the Standing Orders,Suspension of Sitting,"The hon. member for Pierrefonds—Dollard is not present to move the order as announced on today's Notice Paper. Accordingly, the motion will be dropped to the bottom of the order of precedence on the Order Paper.
Accordingly, the House will remain suspended until noon.
(The sitting of the House was suspended at 11:06 a.m.)",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4780610,ca.proc.d.2019-05-27.p3,2019-05-27,,,,stagedirection,Private Members' Business,Proposed Changes to the Standing Orders,Sitting Resumed,(The House resumed at 12 p.m.),,,,
4780611,ca.proc.d.2019-05-27.10646263,2019-05-27,48fc6e8f-3117-407b-bba3-bd6eede347ec,224672,"Hon. Bardish Chagger (Leader of the Government in the House of Commons, Lib.)",,Government Orders,Extension of Sitting Hours,," moved:
 That, notwithstanding any Standing Order or usual practice of the House, commencing upon the adoption of this Order and concluding on Friday, June 21, 2019: 
 (a) on Mondays, Tuesdays, Wednesdays and Thursdays, the ordinary hour of daily adjournment shall be 12:00 a.m., except that it shall be 10:00 p.m. on a day when a debate, pursuant to Standing Order 52 or 53.1, is to take place; 
 (b) subject to paragraph (e), when a recorded division is requested in respect of a debatable motion, including any division arising as a consequence of the application of Standing Order 61(2) or Standing Order 78, but not including any division in relation to the Business of Supply or arising as a consequence of an order made pursuant to Standing Order 57, (i) before 2:00 p.m. on a Monday, Tuesday, Wednesday or Thursday, it shall stand deferred until the conclusion of Oral Questions at that day’s sitting, or (ii) after 2:00 p.m. on a Monday, Tuesday, Wednesday or Thursday, or at any time on a Friday, it shall stand deferred until the conclusion of Oral Questions at the next sitting day that is not a Friday, provided that, if a recorded division on the previous question is deferred and the motion is subsequently adopted, the recorded division on the original question shall not be deferred; 
 (c) notwithstanding Standing Order 45(6) and paragraph (b) of this Order, no recorded division in relation to any government order requested after 2:00 p.m. on Thursday, June 20, 2019, or at any time on Friday, June 21, 2019, shall be deferred; 
 (d) the time provided for Government Orders shall not be extended pursuant to Standing Order 45(7.1) or Standing Order 67.1(2); 
 (e) when a recorded division, which would have ordinarily been deemed deferred to immediately before the time provided for Private Members’ Business on a Wednesday governed by this Order, is requested, the said division is deemed to have been deferred until the conclusion of Oral Questions on the same Wednesday; 
 (f) any recorded division which, at the time of the adoption of this Order, stands deferred to immediately before the time provided for Private Members’ Business on the Wednesday immediately following the adoption of this Order shall be deemed to stand deferred to the conclusion of Oral Questions on the same Wednesday; 
 (g) a recorded division requested in respect of a motion to concur in a government bill at the report stage pursuant to Standing Order 76.1(9), where the bill has neither been amended nor debated at the report stage, shall be deferred in the manner prescribed by paragraph (b); 
 (h) for greater certainty, this Order shall not limit the application of Standing Order 45(7); 
 (i) when one or several deferred recorded divisions occur on a bill at report stage, a motion, “That the Bill be now read a third time and do pass”, may be made in the same sitting; 
 (j) no dilatory motion may be proposed after 6:30 p.m., except by a Minister of the Crown; 
 (k) notwithstanding Standing Orders 81(16)(b) and (c) and 81(18)(c), proceedings on any opposition motion shall conclude no later than 5:30 p.m. on the sitting day that is designated for that purpose, except on a Monday when they shall conclude at 6:30 p.m. or on a Friday when they shall conclude at 1:30 p.m.; 
 (l) during consideration of the estimates on the last allotted day, pursuant to Standing Order 81(18), when the Speaker interrupts the proceedings for the purpose of putting forthwith all questions necessary to dispose of the estimates, (i) all remaining motions to concur in the Votes for which a notice of opposition was filed shall be deemed to have been moved and seconded, the question deemed put and recorded divisions deemed requested, (ii) the Speaker shall have the power to combine the said motions for voting purposes, provided that, in exercising this power, the Speaker will be guided by the same principles and practices used at report stage; 
 (m) when debate on a motion for the concurrence in a report from a standing, standing joint or special committee is adjourned or interrupted, the debate shall again be considered on a day designated by the government, after consultation with the House Leaders of the other parties, but in any case not later than the 31st sitting day after the interruption; and 
 (n) Members not seeking re-election to the 43rd Parliament may be permitted to make statements, on Tuesday, June 4, and Wednesday, June 5, 2019, at the expiry of the time provided for Private Members’ Business for not more than three hours, and that, for the duration of the statements, (i) no member shall speak for longer than ten minutes and the speeches not be subject to a question and comment period, (ii) after three hours or when no Member rises to speak, whichever comes first, the House shall return to Government Orders. 
Mr. Speaker, I rise today to speak to Motion No. 30, which allows for the extension of the sitting hours of the House until we rise for the summer adjournment.
I rise today to speak to Motion No. 30. This motion would allow for the extension of sitting hours of the House until we rise for the summer adjournment. There is a clear and recent precedent for this extension of hours to give the House more time to do its important work. It occurred last year at this time and also the year before that. As well, in the previous Parliament, the hours of the House were extended in June 2014. 
Four years ago, our government came forward with an ambitious mandate that promised real change. Under the leadership of our Prime Minister, our government has introduced legislation that has improved the lives of Canadians from coast to coast to coast. However, we have more work to do.
So far in this Parliament, the House has passed 82 government bills, and 65 of those have received royal assent. The facts are clear. This Parliament has been productive. We have a strong record of accomplishment. It is a long list, so I will cite just a few of our accomplishments.
Bill C-2 made good on our promise to lower taxes on middle-class Canadians by increasing taxes on the wealthiest 1% of Canadians. There are nine million Canadians who have benefited from this middle-class tax cut. This tax cut has been good for Canadians and their families. It has been good for the economy and good for Canada, and its results have been better than advertised. On our side, we are proud of this legislation. We have always said that we were on the side of hard-working, middle-class Canadians, and this legislation is proof of exactly that.
As well, thanks to our budgetary legislation, low-income families with children are better off today. We introduced the biggest social policy innovation in more than a generation through the creation of the tax-free Canada child benefit. The CCB puts cash into the pockets of nine out of 10 families and has lifted nearly 300,000 Canadian children out of poverty.
Early in this Parliament, in response to the Supreme Court of Canada, we passed medical assistance in dying legislation, which carefully balanced the rights of those seeking medical assistance in dying while ensuring protection of the most vulnerable in our society.
Also of note, we repealed the previous government's law that allowed citizenship to be revoked from dual citizens. We also restored the rights of Canadians abroad to vote in Canadian elections.
We added gender identity as a prohibited ground for discrimination under the Canadian Human Rights Act. Also, passing Bill C-65 has helped make workplaces in federally regulated industries and on Parliament Hill free from harassment and sexual violence.
We promised to give the Office of the Parliamentary Budget Officer the powers, resources and independence to properly do its job. We delivered on that commitment through legislation, and the PBO now rigorously examines the country's finances in an independent and non-partisan manner.
Through Bill C-45, we ended the failed approach to cannabis by legalizing it and strictly regulating and restricting access to cannabis, as part of our plan to keep cannabis out of the hands of youth and profits out of the pockets of organized crime. Along with that, Bill C-46 has strengthened laws to deter and punish people who drive while impaired, both from alcohol and/or drugs.
These are just some examples of the work we have accomplished on behalf of Canadians.
We are now heading into the final weeks of this session of Parliament, and there is more work to do. Four years ago, Canadians sent us here with a responsibility to work hard on their behalf, to discuss important matters of public policy, to debate legislation and to vote on that legislation.
The motion to allow for the extension of sitting hours of the House is timely, and clearly it is necessary. We have an important legislative agenda before us, and we are determined to work hard to make even more progress.
Passage of this motion would give all members exactly what they often ask for: more time for debate. I know every member wants to deliver for their communities and this motion will help with exactly that. We have much to accomplish in the coming weeks and we have the opportunity to add time to get more done.
I would like to highlight a few of the bills that our government will seek to advance.
I will start with Bill C-97, which would implement budget 2017. This budget implementation act is about making sure that all Canadians feel the benefits of a growing economy. That means helping more Canadians find an affordable home, and get training so that they have the skills necessary to obtain good, well-paying jobs. It is also about making it easier for seniors to retire with confidence.
Another important bill is Bill C-92, which would affirm and recognize the rights of first nations, Inuit and Métis children and families. The bill would require all providers of indigenous child and family services to adhere to certain principles, namely the best interests of the child, family unity and cultural continuity. This co-drafted legislation would transfer the jurisdiction of child and family services delivery to indigenous communities. This is historic legislation that is long overdue.
We have another important opportunity for us as parliamentarians, which is to pass Bill C-93, the act that deals with pardons as they relate to simple possession of cannabis. As I mentioned, last year we upheld our commitment to legalize, strictly regulate and restrict access to cannabis. It is time to give people who were convicted of simple possession a straightforward way to clear their names. We know it is mostly young people from the poorest of communities who have been targeted and hence are being left behind. This bill would create an expedited pardon process, with no application fee or waiting period, for people convicted only of simple possession of cannabis. Canadians who have held criminal records in the past for simple possession of cannabis should be able to meaningfully participate in their communities, get good and stable jobs and become the contributing members of our society that they endeavour to be.
Meanwhile, there is another important bill before the House that we believe needs progress. Bill C-88 is an act to amend the Mackenzie Valley Resource Management Act and the Canada Petroleum Resources Act. This legislation only impacts the Northwest Territories, and its territorial government is asking us to act. This legislation protects Canada's natural environment, respects the rights of indigenous people and supports a strong natural resources sector. This bill will move the country ahead with a process that promotes reconciliation with indigenous peoples and creates certainty for investments in the Mackenzie Valley and the Arctic.
Earlier this month, our government introduced Bill C-98, an act to amend the Royal Canadian Mounted Police Act and the Canada Border Services Agency Act. This bill would create civilian oversight of the Canada Border Services Agency. It would provide citizens with an independent review body to address complaints about the CBSA, just as they now have complaint mechanisms in place for the RCMP. Let me remind members that it was our government that brought forward Bill C-22 that established the national security intelligence committee of parliamentarians, which has tabled its first annual report to Parliament. We are committed to ensuring that our country's border services are worthy of the trust of Canadians, and Bill C-98 is a significant step towards strengthening that accountability.
We have taken a new approach. We, as a government, have consulted with Canadians when it comes to our legislation. We have seen committees call witnesses and suggest amendments that often times improve legislation, and we, as a government, have accepted those changes. We were able to accomplish this work because we gave the committees more resources and we encouraged Liberal members to do their work.
Likewise, currently there are two bills that have returned to the House with amendments from the Senate. I look forward to members turning their attention to these bills as well. One of those bills is Bill C-81, an act to ensure a barrier-free Canada. Our goal is to make accessibility both a reality and a priority across federal jurisdictions so that all people, regardless of their abilities or disabilities, can participate and be included in society as contributing members. Bill C-81 would help us to reach that goal by taking a proactive approach to getting ahead of systemic discrimination. The purpose of this bill is to make Canada barrier free, starting in areas under federal jurisdiction. This bill, if passed by Parliament, will represent the most significant legislation for the rights of persons with disabilities in over 30 years, and for once it will focus on their abilities.
The other bill we have received from the Senate is Bill C-58, which would make the first significant reforms to the Access to Information Act since it was enacted in 1982. With this bill, our government is raising the bar on openness and transparency by revitalizing access to information. The bill would give more power to the Information Commissioner and would provide for proactive disclosure of information.
There are also a number of other bills before the Senate. We have respect for the upper chamber. It is becoming less partisan thanks to the changes our Prime Minister has made to the appointment process, and we respect the work that senators do in reviewing legislation as a complementary chamber.
Already the Senate has proposed amendments to many bills, and the House has in many instances agreed with many of those changes. As we look toward the final few weeks, it is wise to give the House greater flexibility, and that is exactly why supporting this motion makes sense. This extension motion will help to provide the House with the time it needs to consider these matters. 
There are now just 20 days left in the parliamentary calendar before the summer adjournment, and I would like to thank all MPs and their teams for their contributions to the House over the past four years. Members in the House have advanced legislation that has had a greater impact for the betterment of Canadians. That is why over 800,000 Canadians are better off today than they were three years ago when we took office. 
We saw that with the lowering of the small business tax rate to 9%, small businesses have been able to grow through innovation and trade. We see that Canadians have created over one million jobs, the majority of which are full-time, good-paying jobs that Canadians deserve. These are jobs that were created by Canadians for Canadians.
That is why I would also like to stress that while it is necessary for us to have honest and vibrant deliberations on the motion, Canadians are looking for us all to work collaboratively and constructively in their best interests. That is exactly why extending the hours will provide the opportunity for more members to be part of the debates that represent the voices of their constituents in this place, so that we continue to advance good legislation that benefits even more Canadians.
It has been great to do the work that we have been doing, but we look forward to doing even more.",Liberal,Waterloo,Bardish Chagger,http://www.parl.gc.ca/Parliamentarians/en/members/bardish-chagger(224672)
4780612,ca.proc.d.2019-05-27.10646302,2019-05-27,9d3d2220-818c-494e-8d58-29f7cee7b65d,216537,"Hon. Candice Bergen (Portage—Lisgar, CPC)",,Government Orders,Extension of Sitting Hours,,"Mr. Speaker, I have a number of questions, although I understand in some ways why the government is extending hours. I know we did it as well when we were in government. However, what I have noticed is that the government is consistently endeavouring to take away the tools that the opposition has to hold it to account. I have noticed in the motion that there are some tools that the Liberals are trying to limit and take away, which I have concerns with.
I would like to ask specifically about supply days. We do not have our supply day allotted as yet, but I am hoping that the member will not give us yet another short day. Supply days are very important for the opposition. We only have two of them left before the next election, and the government has said in the motion that it will not be giving our supply days that extended period to be able to take them into the evening. We already know that we will not have the benefit of being able to have a truly full day with the extended hours.
I am wondering if the government House leader could assure me, and I would very much appreciate it being in good faith, that the two supply days we have left will be generous days, not short days like a Wednesday or a Friday.",Conservative,Portage—Lisgar,Candice Bergen,http://www.parl.gc.ca/Parliamentarians/en/members/candice-hoeppner(216537)
4780613,ca.proc.d.2019-05-27.10646308,2019-05-27,48fc6e8f-3117-407b-bba3-bd6eede347ec,224672,Hon. Bardish Chagger,,Government Orders,Extension of Sitting Hours,,"Mr. Speaker, I appreciate the understanding of the opposition House leader that it is important to extend the hours in the House so that we can have more debate, and I would take that as a signal that perhaps she will be encouraging her colleagues in the Conservative Party to support the motion.
When it comes to opposition days, I have been in this role of government House leader now for almost three years, and the Conservatives and New Democrats know very well that they have on numerous occasions, the majority of times, had longer days. With some of the tactics that the opposition members have chosen to deploy, they have been receiving shortened days because we are not able to advance government legislation, and that will always be the priority.
The point I would like to make, as the opposition leader has alluded to, is that in this place we have long days and short days, but when it comes to the work that Canadians are doing, every day is a long day. Canadians work very hard every single day, and there is no reason that we cannot do the same in this place.",Liberal,Waterloo,Bardish Chagger,http://www.parl.gc.ca/Parliamentarians/en/members/bardish-chagger(224672)
4780614,ca.proc.d.2019-05-27.10646313,2019-05-27,b41c3b7e-c64f-4415-9f58-79d7462e5d8e,217197,"Mr. Peter Julian (New Westminster—Burnaby, NDP)",,Government Orders,Extension of Sitting Hours,,"Mr. Speaker, on that last point, a few years ago we actually took statistics on the evening sessions in the month June. New Democrats, because we come from a very hard-working background and the people who sent us here are hard-working as well, did not miss a single speaking spot, a single shift, to speak on behalf of our constituents. As members will recall, the Liberals and Conservatives between them missed over 200 spots in that same period, which means that over 200 times that a Conservative or Liberal was called to speak in those midnight sessions, not a single Liberal or Conservative member actually got up to speak. We are no strangers to working hard, and we expect the Liberals to actually show up this time and speak on behalf of their constituents, albeit that has not been their record.
My question for my colleague is quite simple. The mandate letter from the Prime Minister suggested two important things: that parliamentarians must have the freedom to do their most important job, which is to represent their constituents and hold the government to account; and that they work with opposition House leaders to examine ways to make the House of Commons more family friendly for members of Parliament. 
However, the motion before us would strip away the tools that opposition members have to keep the government accountable. Why is the government House leader repudiating her mandate letter?",New Democratic Party,New Westminster—Burnaby,Peter Julian,http://www.parl.gc.ca/Parliamentarians/en/members/peter-julian(217197)
4780615,ca.proc.d.2019-05-27.10646319,2019-05-27,48fc6e8f-3117-407b-bba3-bd6eede347ec,224672,Hon. Bardish Chagger,,Government Orders,Extension of Sitting Hours,,"Mr. Speaker, first of all, on the point regarding debating legislation, as a government, we advance legislation that we have been mandated to do by Canadians. These are platform commitments that we committed to deliver. Canadians elected us as government and we would like to advance that legislation.
What often happens is that opposition members feel they do not have enough time to speak. Therefore, yes, on multiple occasions I have asked colleagues to perhaps shorten their speeches, just as my speech was shorter than 20 minutes today, so that other people could utilize that time. Yes, on occasion, we have shared our time with the NDP as well as Conservative members. We have shared our time with the leader of the Green Party, as well as independent members, to ensure that they also have an opportunity to speak on behalf of their constituents.
Something we learn early in life is that sharing is caring. It important to ensure that people who want to speak on legislation are able to. It is unfortunate that the NDP does not recognize the importance of allowing and sharing our time so that more members will be able to share on behalf of their constituents and so that we can continue delivering the results we have seen. ",Liberal,Waterloo,Bardish Chagger,http://www.parl.gc.ca/Parliamentarians/en/members/bardish-chagger(224672)
