basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4777038,ca.proc.d.2019-05-01.10588566,2019-05-01,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,," It being Wednesday, we will now have the singing of O Canada, led by the hon. member for Sherbrooke.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4777039,ca.proc.d.2019-05-01.10588577,2019-05-01,d337fa82-07cb-4116-aa1f-1ec090e1ef4c,229487,"Mr. Marco Mendicino (Eglinton—Lawrence, Lib.)",,Statements By Members,Anti-Semitism,,"Mr. Speaker, on this solemn day of Yom HaShoah, we remember the six million Jews who were murdered in the Holocaust. It is a fitting and sobering occasion to acknowledge the B’nai Brith's annual audit on anti-Semitism, which reported that over 2,000 incidents involving anti-Semitism were committed in 2018, the highest number in decades.
Anti-Semitism was widespread and visible. There were violent attacks around the world, indiscriminately, seemingly anywhere, from synagogues to public markets to out in the streets.
The unspeakable attacks in synagogues in Pittsburgh and San Diego, where victims were targeted solely because they were Jewish, are absolutely reprehensible. We grieve for the victims and their families. 
In Canada, we are not immune. We see the world's oldest hate take many forms in bullying, in harassment, in violence online and in our communities. It must stop.
I commend B’nai Brith for its work. We should all read the audit. We must learn from it. We must stand together in fighting anti-Semitism and all forms of hate and say, united, “Never again.”",Liberal,Eglinton—Lawrence,Marco Mendicino,http://www.parl.gc.ca/Parliamentarians/en/members/marco-mendicino(229487)
4777040,ca.proc.d.2019-05-01.10588581,2019-05-01,c4b4aef5-eca1-416d-b2b0-ad4a1a2b5fc9,242575,"Mr. Kerry Diotte (Edmonton Griesbach, CPC)",,Statements By Members,Multiple Sclerosis,,"Mr. Speaker, today I am wearing a carnation to promote MS Awareness Month. Every day, 11 Canadians are diagnosed with multiple sclerosis. 
For me, fighting MS is personal. My dear friend Ted Marianix had it. He died four years ago. Ted was special. He used to scooter to get around, but he was constantly at my side on my political campaigns. Now I am on his campaign to help find a cure for MS.
People would be surprised at how many live with MS. One is Aaron Solowoniuk, the drummer for the band Billy Talent. Aaron says he suffered blurred vision, numbness, extreme fatigue and depression, but he considers himself lucky, because he has what he calls a flexible work environment. Many Canadians with MS have to miss work or lose their jobs.
Therefore, I am happy that the human resources committee is recommending that the government enact policies that would help those with MS and other episodic disabilities. 
Today, let us remember the Canadians who live with MS. Together, we can find a cure.",Conservative,Edmonton Griesbach,Kerry Diotte,http://www.parl.gc.ca/Parliamentarians/en/members/kerry-diotte(242575)
4777041,ca.proc.d.2019-05-01.10588585,2019-05-01,3c3175ff-595b-4f50-a58d-b41cd7b5b100,214600,"Hon. Hunter Tootoo (Nunavut, Ind.)",,Statements By Members,Governance in Nunavut,,"Mr. Speaker, when Nunavut was created, Inuit opted for a public government, full of hope that they would have the support of the federal government to build a place where we could live and prosper. 
Fast forward 20 years, and the Government of Nunavut remains chronically underfunded, starved from the resources it needs to cope with issues and create a sustainable economy. 
In many ways, life for Inuit is worse. Severely overcrowded housing has led to an alarming increase in TB, youth suicide rates are the highest in Canada and Inuit continue to live in third world conditions.
 Canada is bypassing the Government of Nunavut in favour of side deals with ITK, funding it to come up with strategies to deal with these crises. ITK is a third party in all of this. It does not deliver programs and services to Inuit in Nunavut; the Government of Nunavut does. 
To recap, Inuit in Nunavut are living in third world conditions, Canada is funding a third party to deal with the situation, and the Government of Nunavut, struggling to deliver programs and services, is sidelined. 
 What is wrong with this picture?",Independent,Nunavut,Hunter Tootoo,http://www.parl.gc.ca/Parliamentarians/en/members/hunter-tootoo(214600)
4777042,ca.proc.d.2019-05-01.10588588,2019-05-01,0fd242c0-71bc-4c1b-a4e4-609a396eca76,234578,"Hon. Mark Holland (Ajax, Lib.)",,Statements By Members,Sri Lankan Civil War,,"Mr. Speaker, nearly a decade ago, in Mullivaikkal, Sri Lanka, a brutal civil war lasting nearly 30 years came to a horrific end. 
A United Nations report found that 40,000 civilians may have been killed in the final months of that civil war, mostly as a result of indiscriminate shelling by the Sri Lankan military. Families and communities were ripped apart, and the legacy of that brutality still haunts victims and peace-loving people everywhere. The widespread allegations of atrocities and human rights violations, including war crimes and genocide, devastate us. Ten years later, we recognize and remember the horrors that occurred and renew our vow to find justice and reconciliation for the victims. 
What happened in Mullivaikkal must never happen again—not in Sri Lanka, not anywhere. We must do all we can to make sure that is certain.",Liberal,Ajax,Mark Holland,http://www.parl.gc.ca/Parliamentarians/en/members/mark-holland(234578)
4777043,ca.proc.d.2019-05-01.10588591,2019-05-01,ab30a165-2ce2-4465-af10-19ae0fc1aec0,217227,"Ms. Sheri Benson (Saskatoon West, NDP)",,Statements By Members,Status of Women,,"Mr. Speaker, I rise today to join with first nations women's groups and first nations women across Canada to once again call on the government to end gender discrimination in the Indian Act. 
For decades, the Government of Canada has been causing undue harm to first nations women by removing or denying their status simply because they are not first nations men. This past January, the United Nations Human Rights Committee said that Canada is still discriminating against first nations women and their descendants by denying first nations women the same entitlements under the Indian Act as first nations men. This discrimination causes women to be disconnected from their communities, breaks up families and causes greater disparity in the rights and benefits accorded to first nations women and men. 
It is beyond the time for the government to act on the calls from first nations women and the organizations they represent. I call on the government to act immediately on Bill S-3 and do everything within its power to end the discrimination against first nations women in Canada.",New Democratic Party,Saskatoon West,Sheri Benson,http://www.parl.gc.ca/Parliamentarians/en/members/sheri-benson(217227)
4777044,ca.proc.d.2019-05-01.10588594,2019-05-01,a76af2a6-7a43-4f8f-a887-0d10b3a0a3c1,218969,"Hon. Wayne Easter (Malpeque, Lib.)",,Statements By Members,Lifetime Achievement Award,,"Mr. Speaker, I rise to congratulate Boyd MacDonald of Crapaud, P.E.I., who was honoured recently by the Prince County Horsemen's Club with the Philip and Henry Doucette Memorial Lifetime Achievement Award.
Boyd started his own horse stable in 1971 and gained his licence to drive horses two years later. He had over 1,000 race wins, all with his own horses. That is a feat very few ever achieve, but the bumps and bruises of horse racing never slowed him down.
 Boyd and his wife Claire, now 61 years married, also were successful farmers, establishing Boyd MacDonald Produce Ltd., which is still operating as a produce broker today. Starting his potato business by borrowing a neighbour's truck and hauling potatoes in the evening, he grew the business to two warehouses, employed over 20 people and grew 350 acres of those good Island spuds.
Congratulations to Boyd on a well-deserved award, and for his outstanding contribution to the community and life on the Island.",Liberal,Malpeque,Wayne Easter,http://www.parl.gc.ca/Parliamentarians/en/members/wayne-easter(218969)
4777045,ca.proc.d.2019-05-01.10588599,2019-05-01,37385e96-15e4-49cd-9b92-9932c96e0f69,237014,"Mr. Ben Lobb (Huron—Bruce, CPC)",,Statements By Members,Blyth Festival,,"Mr. Speaker, the Blyth Festival has been a mainstay for theatre-lovers in Huron—Bruce for 45 years, and in that time the festival has premiered 134 Canadian productions written, directed, designed and performed by Canadians for Canadians.
 Blyth is literally home to some of the best original Canadian content in the country. Dozens of these productions have gone on to be produced all around the world. However, the Blyth Festival has never performed here in Ottawa—until now. The Blyth Festival is premiering The Pigeon King at the National Arts Centre, and it will be here until May 5.
 People can get tickets and support local arts, or better yet, plan a trip to Blyth this summer and watch the best Canadian plays the country has to offer. 
We thank our artists, production, volunteers and donors for their continued belief and commitment in Blyth.",Conservative,Huron—Bruce,Ben Lobb,http://www.parl.gc.ca/Parliamentarians/en/members/ben-lobb(237014)
4777046,ca.proc.d.2019-05-01.10588604,2019-05-01,e63101b2-e7b2-4890-9b4c-be9cf366866f,242555,"Mr. Yves Robillard (Marc-Aurèle-Fortin, Lib.)",,Statements By Members,Seniors,,"Mr. Speaker, last week I had the pleasure of meeting with a few seniors in my riding, Marc-Aurèle-Fortin, at Domaine des Forges and Manoir Thérèse-Casgrain. During our discussions, they shared their concerns for the future, but they also told me how pleased they were with everything we have done for seniors. 
Many of them could not hide their enthusiasm about the new horizons for seniors program. With nearly 2,000 community-based projects funded by our government in 2019, this program is already producing results, bringing our seniors' communities to life. I would like to thank the Minister of Seniors for her work on this file.
Our seniors can be proud of their government, which knows how to look after Canadians in their golden years.",Liberal,Marc-Aurèle-Fortin,Yves Robillard,http://www.parl.gc.ca/Parliamentarians/en/members/yves-robillard(242555)
4777047,ca.proc.d.2019-05-01.10588607,2019-05-01,0ac173b3-8d7f-40ce-a34c-aabda1c5b54e,242087,"Ms. Jennifer O'Connell (Pickering—Uxbridge, Lib.)",,Statements By Members,Status of Women,,"Mr. Speaker, on International Women's Day, I asked members of our community to nominate outstanding women to be honoured at my first annual Pink Tea, inspired by the Famous Five's Pink Tea parties. Pink Tea parties embodied hyperfemininity to disguise the fact that women were discussing politics and strategies to move gender equality forward in Canada.
This past weekend, I was fortunate to be surrounded by women who are continuing to do similar work right here in my community. From a 15-year-old CEO to a human trafficking survivor, now advocate to the first female mayor of Uxbridge and to the chair of Durham region, these women and their stories are inspiring not only me and our community, but Canadians across the country.
 As they continue to advocate for changes they hope to see, I am empowered to continue this work in the House of Commons in order to make Pickering—Uxbridge and all of Canada a more inclusive place.",Liberal,Pickering—Uxbridge,Jennifer O'Connell,http://www.parl.gc.ca/Parliamentarians/en/members/jennifer-oconnell(242087)
