basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4780645,ca.proc.d.2019-05-28.10651621,2019-05-28,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,House of Commons,,I have the honour to lay upon the table the House of Commons administration's strategic plan 2019-2022. ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4780646,ca.proc.d.2019-05-28.10651626,2019-05-28,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's responses to five petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4780647,ca.proc.d.2019-05-28.10651891,2019-05-28,e321e85f-f1c1-4482-bf16-f640eb41e9f9,229219,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",,Routine Proceedings,Citizenship Act,," moved for leave to introduce Bill C-99, An Act to amend the Citizenship Act.
(Motions deemed adopted, bill read the first time and printed)",Liberal,York South—Weston,Ahmed Hussen,http://www.parl.gc.ca/Parliamentarians/en/members/ahmed-hussen(229219)
4780648,ca.proc.d.2019-05-28.10651644,2019-05-28,79ed56c5-9960-4de7-bf05-9cd4aa51dbf5,215927,"Mr. Pat Finnigan (Miramichi—Grand Lake, Lib.)",,Routine Proceedings,Committees of the House,Agriculture and Agri-Food,"Mr. Speaker, I have the honour to present, in both official languages, the 16th report of the Standing Committee on Agriculture and Agri-Food in relation to the mental health challenges that Canadian farmers, ranchers and producers face.
I would also like to note that this non-partisan study is probably one of the most important studies we have ever done. We hope the government will accept our recommendations.
Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to the report.",Liberal,Miramichi—Grand Lake,Pat Finnigan,http://www.parl.gc.ca/Parliamentarians/en/members/pat-finnigan(215927)
4780649,ca.proc.d.2019-05-28.10651665,2019-05-28,64cec702-209d-4f03-bb85-1943f635d077,216762,"Mr. Luc Berthold (Mégantic—L'Érable, CPC)",,Routine Proceedings,Committees of the House,Agriculture and Agri-Food,"Mr. Speaker, the official opposition members of the committee wrote a supplementary report.
We agree with the report as a whole. We supported the production of the report, which we fully agree with. However, we produced supplementary opinions because we believe the report should go further, particularly to reflect a lot of testimony with regard to the urgency of the problem, as well as the need for action on several fronts, such as public education, social media attacks, and the harmful impact that government decisions can have on farmers' mental health and stress levels.
Furthermore, the committee had an opportunity to take a stand on a measure that has been a direct cause of significant stress for Canada's farmers. I am referring to the carbon tax. One of the recommendations in the report is to scrap it immediately to remove a stress factor for farmers across the country.
Again, I will reiterate that the official opposition supports the report produced by the entire committee. We simply wanted to suggest some additional ideas.",Conservative,Mégantic—L'Érable,Luc Berthold,http://www.parl.gc.ca/Parliamentarians/en/members/luc-berthold(216762)
4780650,ca.proc.d.2019-05-28.10651686,2019-05-28,79ed56c5-9960-4de7-bf05-9cd4aa51dbf5,215927,"Mr. Pat Finnigan (Miramichi—Grand Lake, Lib.)",,Routine Proceedings,Committees of the House,Agriculture and Agri-Food,"Mr. Speaker, I have the honour to present, in both official languages, the 17th report of the Standing Committee on Agriculture and Agri-Food, entitled “Support for Indigenous Peoples in the Agriculture and Agri-Food Industry.”
Pursuant to Standing Order 109, the committee requests that the government table a comprehensive response to this report.",Liberal,Miramichi—Grand Lake,Pat Finnigan,http://www.parl.gc.ca/Parliamentarians/en/members/pat-finnigan(215927)
4780651,ca.proc.d.2019-05-28.10652186,2019-05-28,8c3e4bb0-ac84-4071-bc91-3b47268a13eb,215863,"Hon. Judy A. Sgro (Humber River—Black Creek, Lib.)",,Routine Proceedings,Committees of the House,"Transport, Infrastructure and Communities","Mr. Speaker, I have the honour to present, in both official languages, the 30th report of the Standing Committee on Transport, Infrastructure and Communities, entitled “Main Estimates 2019-20”.",Liberal,Humber River—Black Creek,Judy Sgro,http://www.parl.gc.ca/Parliamentarians/en/members/judy-sgro(215863)
4780652,ca.proc.d.2019-05-28.10651706,2019-05-28,030c04f1-a5d5-4ba8-b5f2-cd412d43e4bf,220120,"Ms. Julie Dabrusin (Toronto—Danforth, Lib.)",,Routine Proceedings,Committees of the House,Public Safety and National Security,"Mr. Speaker, I have the honour to present, in both official languages, the 34th report of the Standing Committee on Public Safety and National Security concerning Bill C-93, an act to provide no-cost, expedited record suspensions for simple possession of cannabis.
The committee has studied the bill and has decided to report the bill back to the House with amendments.",Liberal,Toronto—Danforth,Julie Dabrusin,http://www.parl.gc.ca/Parliamentarians/en/members/julie-dabrusin(220120)
4780653,ca.proc.d.2019-05-28.10651719,2019-05-28,a1ab84bb-cc28-4c72-aa62-fb64d69a6673,245664,"Mr. Len Webber (Calgary Confederation, CPC)",,Routine Proceedings,Petitions,International Development,"Mr. Speaker, I am pleased to present a petition today from dozens of residents in Calgary. It was presented to me by Charlotte Woo from the University of Calgary.
The petitioners are asking that the government address the fact that there are approximately 766 million people living in poverty around the world. They also point out that approximately 7,000 will die every day from AIDS, tuberculosis and malaria. Therefore, they are asking that the government increase Canada's international assistance funding by 15% per year until we achieve a contribution equal to 0.7% of our gross national income.",Conservative,Calgary Confederation,Len Webber,http://www.parl.gc.ca/Parliamentarians/en/members/len-webber(245664)
4780654,ca.proc.d.2019-05-28.10651734,2019-05-28,ab30a165-2ce2-4465-af10-19ae0fc1aec0,217227,"Ms. Sheri Benson (Saskatoon West, NDP)",,Routine Proceedings,Petitions,Children's Rights,"Mr. Speaker, it is a honour to present a petition from hundreds of Canadians on behalf of thousands of vulnerable children.
 The petitioners are calling on the Government of Canada, having agreed to the standards in the UN Convention on the Rights of the Child, to recognize the barriers within its own direct payments to families and remedy them. They are requesting that the funded services like the homelessness partnering initiative provide funding for client supports for children; that the government provide the Canada child benefit and the children's special allowances for all children; that it set standards within the Canada social transfer to ensure that all children, without discrimination in any form, benefit from the special protection measures and assistance; that it recognize children of parents with addictions and homeless children in need of special support to enable them to achieve improved life outcomes and receive equal benefit to their rights under the UN Convention on the Rights of the Child; that it reduce the level of material deprivation for children who move a lot for reasons related to homelessness, parental addiction or incarceration, or government care experiences; that it reduce the interprovincial and territorial disparities that exclude children living in circumstances not considered under the current eligibility rules; and, finally, that it increase supports for children living with the highest level of exclusion.",New Democratic Party,Saskatoon West,Sheri Benson,http://www.parl.gc.ca/Parliamentarians/en/members/sheri-benson(217227)
