basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4781058,ca.proc.d.2019-05-29.10657822,2019-05-29,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Government Orders,Accessible Canada Act,Second reading and concurrence in Senate amendments,The hon. member for Leeds—Grenville—Thousand Islands and Rideau Lakes will have 10 minutes remaining in the time for his remarks when the House next gets back to debate on the question that is before the House.,Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4781059,ca.proc.d.2019-05-29.10657814,2019-05-29,48fc6e8f-3117-407b-bba3-bd6eede347ec,224672,"Hon. Bardish Chagger (Leader of the Government in the House of Commons, Lib.)",,Government Orders,Accessible Canada Act,Notice of Closure Motion,"Mr. Speaker, I give notice that with respect to consideration of the Senate amendments to Bill C-81, an act to ensure a barrier-free Canada, at the next sitting of the House a minister of the Crown shall move, pursuant to Standing Order 57, that debate be not further adjourned.",Liberal,Waterloo,Bardish Chagger,http://www.parl.gc.ca/Parliamentarians/en/members/bardish-chagger(224672)
4781060,ca.proc.d.2019-05-29.10657816,2019-05-29,02c2cb20-f27d-46a5-8e78-ab4b405bf07b,214864,The Deputy Speaker,,Government Orders,Accessible Canada Act,Notice of Closure Motion,"I thank the Government House Leader for this additional notice.
It being 12 a.m., pursuant to an order made on Tuesday, May 28, 2019, the House stands adjourned until later this day at 2 p.m., pursuant to Standing Order 24(1).
(The House adjourned at 12 a.m.)",Conservative,Simcoe North,Bruce Stanton,http://www.parl.gc.ca/Parliamentarians/en/members/bruce-stanton(214864)
4781061,ca.proc.d.2019-05-29.10658818,2019-05-29,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,,,," It being Wednesday, we will now have the singing of O Canada led by the hon. member for Victoria.
[Members sang the national anthem]",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4781062,ca.proc.d.2019-05-29.10658850,2019-05-29,be085f18-2e23-4c31-a950-b5ce11000aa6,219947,"Mr. Darshan Singh Kang (Calgary Skyview, Ind.)",,Statements By Members,Natural Resources,,"Mr. Speaker, this morning I awoke to more bad news for Alberta, and the forecast is foreboding.
 The dark clouds of recession are on the horizon again, and Alberta's economy remains in a fragile state. While we have managed to bolster domestic oil prices through curtailment, we are losing out on millions, even billions, of dollars. Why? Because, as I have mentioned once or twice before, we are lacking the ability to move our oil.
I would be remiss if I did not spend these last weeks before the House rises reminding the government, and indeed members of the House, about our dire need for progress on this front, not only for Alberta but for all Canadians.
 My constituents are worried, and they have good cause to be. Let us not play politics with Canadian lives and Canadian jobs. Once and for all, it is time to move forward.
I implore the government to approve the Trans Mountain pipeline by June 18 so we can have shovels in the ground by July 1. Let us get Alberta working again.",Independent,Calgary Skyview,Darshan Singh Kang,http://www.parl.gc.ca/Parliamentarians/en/members/darshan-singh-kang(219947)
4781063,ca.proc.d.2019-05-29.10658900,2019-05-29,04ef6f9c-3039-4fb0-a1ad-82a6ba2f03bf,242090,"Mr. Peter Schiefke (Vaudreuil—Soulanges, Lib.)",,Statements By Members,Vaudreuil-Dorion Heritage Weekend,,"Oyez, oyez, Mr. Speaker! Lords, ladies, nobles and the good folk of Vaudrueil-Dorion will gather on June 6, 7 and 8 for the 27th edition of the Seigneuriales. There, they will eat, drink, play and sing as they celebrate the rich cultural heritage of our community, Vaudreuil-Soulanges. We have a plethora of stories to share and celebrate.
I would invite all the lords and ladies of Vaudreuil-Soulanges to join me at the Musée régional de Vaudreuil-Soulanges to enjoy activities for the whole family, local artisans and everything our seigneury has to offer. 
I hope everyone enjoys the Seigneuriales.",Liberal,Vaudreuil—Soulanges,Peter Schiefke,http://www.parl.gc.ca/Parliamentarians/en/members/peter-schiefke(242090)
4781064,ca.proc.d.2019-05-29.10658905,2019-05-29,00000000-0000-0000-0000-000000000000,236972,"Mr. Dane Lloyd (Sturgeon River—Parkland, CPC)",,Statements By Members,Victims and Survivors of Crime Week,,"Mr. Speaker, this week is Victims and Survivors of Crime Week, dedicated to bringing awareness to victims.
 Today, I reflect upon a terrible crime committed near my community.
On July 3, 2010, Lyle and Marie McCann of St. Albert left on a road trip. On July 5, their motorhome was seen engulfed in flames and their bodies were nowhere to be found. Their killer was arrested and following years in the courts, he was convicted. Now, nearly nine years later, we still do not know the whereabouts of Lyle and Marie.
That is why I introduced Bill C-437, known as McCann's law, hoping to encourage killers to reveal the location of their victims. The bill would make co-operation a factor in parole hearings and would give judges more authority to limit parole. 
All parliamentarians should support legislation that seeks to return the remains of victims to their families. It is time to put victims and families first and pass McCann's Law.",Conservative,Sturgeon River—Parkland,Dane Lloyd,http://www.parl.gc.ca/Parliamentarians/en/members/dane-lloyd(236972)
4781065,ca.proc.d.2019-05-29.10658908,2019-05-29,f60ef5d8-8e71-4953-bc1b-a8ea4749a18e,235608,"Mr. Michel Picard (Montarville, Lib.)",,Statements By Members,Family Support Centre in Sainte-Julie,," Mr. Speaker, I want to tell you about the Maison de l’entraide, an organization in my riding that has been supporting families in Sainte-Julie for 40 years. The organization got its start with a fundraising drive organized by Denyse Labrecque in 1976 and was incorporated on July 4, 1979. 
Today, the Maison de l’entraide continues to fulfill its founders' mission by supporting low-income families in Sainte-Julie and working in collaboration with local partners to improve their quality of life.
The organization's main source of funding is a thrift store that is open to the general public. The store generates roughly 80% of its revenue. The board of directors and volunteers are determined to keep overhead expenses as low as possible to ensure that all funds raised go directly to the recipients. This financial support represents about 75% of its expenditures.
Congratulations to the Maison de l’entraide for 40 wonderful years.",Liberal,Montarville,Michel Picard,http://www.parl.gc.ca/Parliamentarians/en/members/michel-picard(235608)
4781066,ca.proc.d.2019-05-29.10658912,2019-05-29,4bc128a9-b349-4867-a545-ad05122c0e46,217242,"Ms. Niki Ashton (Churchill—Keewatinook Aski, NDP)",,Statements By Members,The Environment,,"Mr. Speaker, climate change is a reality in our north. First nations and northern communities are feeling it.
This past week, the federal government made an announcement in my home community, committing $28 million to rebuild an airport in Thompson, which is sinking because of melting permafrost.
This is an important investment but it is not enough. It does not change the reality of the 18 communities in our north that are facing a crisis of climate change and isolation. These 18 communities depend on ice roads as their lifeline, and these are disappearing.
 Where is the federal government when it comes to working with first nations to build all-weather roads? Just this month, York Factory came to Ottawa to get support for an all-weather road. Where is the federal government to work with Wasagamack and Pauingassi, which do not even have airports? Where is the federal government to work with first nations like St. Theresa Point and Berens River to build the all-weather road connection they have proposed? Where is the federal government to act urgently for communities trying to deal with the reality of climate change?
The federal government is not there. First nations and our north cannot afford to wait any longer.",New Democratic Party,Churchill—Keewatinook Aski,Niki Ashton,http://www.parl.gc.ca/Parliamentarians/en/members/niki-ashton(217242)
4781067,ca.proc.d.2019-05-29.10658915,2019-05-29,00000000-0000-0000-0000-000000000000,242561,"Mrs. Mona Fortier (Ottawa—Vanier, Lib.)",,Statements By Members,National Health and Fitness Day,,"Mr. Speaker, we are honoured to have with us today senior officials from the Fitness Industry Council of Canada. Thanks to them, on Saturday, June 1, hundreds of Canadians will be taking part in National Health and Fitness Day.
With activities led by certified fitness professionals for people of all ages and abilities, National Health and Fitness Day will highlight the importance and impacts of a healthy lifestyle through fitness.
In Ottawa—Vanier, the Vanier Community Service Centre is organizing the Vanier VéloFest, an event aimed at getting young people on bikes.
I would like to thank the Fitness Industry Council of Canada for promoting public health and wellness for all ages and abilities across the country.
Here is the challenge for Canadians. I encourage them all to participate in and celebrate National Health and Fitness Day.",Liberal,Ottawa—Vanier,Mona Fortier,http://www.parl.gc.ca/Parliamentarians/en/members/mona-fortier(242561)
4781068,ca.proc.d.2019-05-29.10658918,2019-05-29,cad621a1-daf5-4d48-b500-1fc5344b5646,217719,"Mr. David Sweet (Flamborough—Glanbrook, CPC)",,Statements By Members,Scleroderma Awareness Month,,"Mr. Speaker, this Saturday marks the beginning of Scleroderma Awareness Month and while the past few years have seen advancements in treatments that can ease pain and slow the progression of the disease, researchers have yet to find the cause of scleroderma and are still looking for a cure.
 As many in the House know, I have witnessed the terrible effects of this disease first-hand while I was forced to watch my mother Jean deteriorate under the awful effects of scleroderma, which ultimately took her life.
Scleroderma is a chronic autoimmune connective tissue disorder that can attack one's organs and shut them down one by one. This rare disease can also cause weeping ulcers, esophageal dysfunction, Raynaud's disease, skin deterioration and other symptoms. Almost 80% of those afflicted with scleroderma are women and most sufferers are diagnosed between the ages of 30 and 50.
 We cannot settle until researchers find a cure. I urge all governments, the medical research community and academia to continue to advocate for more funding for scleroderma research so we can stem the tide of this disease and find a cure once and for all.",Conservative,Flamborough—Glanbrook,David Sweet,http://www.parl.gc.ca/Parliamentarians/en/members/david-sweet(217719)
4781069,ca.proc.d.2019-05-29.10658921,2019-05-29,7bf98536-0fc9-439c-8132-7956605466f0,234500,"Mr. T.J. Harvey (Tobique—Mactaquac, Lib.)",,Statements By Members,Long Service Award,,"Mr. Speaker, I rise today with great pride to recognize the hard work and dedication of someone I have worked with for only four years, but has given a great number of years to this place in more ways than I can share in a single statement.
 Last night, she received her long service award for working for the House of Commons for 31 years. 
Throughout her time on the Hill, she has not only worked with MPs and staff, but also developed long-standing relationships with the staff at the parliamentary restaurant, the custodial staff, all the security staff, the IT staff and across all party lines. She has gone above and beyond to advocate for necessary changes to benefit others. 
Her character is that of honesty, courage and integrity. She never backs down from a challenge and represents the glue in my office. Some members may remember her for organizing the All Party Party some years back. 
Although she does not do a single thing for the purpose of credit, when it comes to her substantive contribution to the lives of Canadians throughout her work with various governments and members of Parliament, recognition for her long service cannot go unnoticed.
Colleen Knight's outstanding reputation precedes her.
 I thank Colleen for not only her unwavering devotion to my office, but for her commitment to working for so many years toward a better Canada.",Liberal,Tobique—Mactaquac,TJ Harvey,http://www.parl.gc.ca/Parliamentarians/en/members/tj-harvey(234500)
4781070,ca.proc.d.2019-05-29.10658924,2019-05-29,2e1280c7-9cb0-4dee-9db6-0a6b0d244592,215929,"Mr. Raj Saini (Kitchener Centre, Lib.)",,Statements By Members,Loran Scholars Foundation,,"Mr. Speaker, the Loran Scholars Foundation awards outstanding young Canadians with a prestigious $100,000 scholarship for their post-secondary studies, helping them achieve their full potential.
 Out of 5,000 talented applicants, only 35 high school students were successful after a rigorous selection process. One of these, Meena Waseem, is from my community and attends high school in my riding. She is not just the president of the Cameron Heights student council, but she is also a politically engaged youth who champions issues like mental health and diversity.
Meena immigrated to Canada from Pakistan only 10 years ago, yet through her hard work and strength of character, she has already had an incredible and lasting impact on our community.
I congratulate Meena and invite my colleagues to join me in wishing her well as she continues on her journey.",Liberal,Kitchener Centre,Raj Saini,http://www.parl.gc.ca/Parliamentarians/en/members/raj-saini(215929)
