basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4777325,ca.proc.d.2019-05-02.10592394,2019-05-02,07cf5767-802c-406c-92a7-7dc92af79b40,242079,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",,Routine Proceedings,Government Response to Petitions,,"Mr. Speaker, pursuant to Standing Order 36(8), I have the honour to table, in both official languages, the government's response to 13 petitions.",Liberal,Winnipeg North,Kevin Lamoureux,http://www.parl.gc.ca/Parliamentarians/en/members/kevin-lamoureux(242079)
4777326,ca.proc.d.2019-05-02.10592305,2019-05-02,a76af2a6-7a43-4f8f-a887-0d10b3a0a3c1,218969,"Hon. Wayne Easter (Malpeque, Lib.)",,Routine Proceedings,Committees of the House,Finance,"Mr. Speaker, I have the honour to present, in both official languages, the 29th report of the Standing Committee on Finance in relation to Bill S-6, an act to implement the convention between Canada and the Republic of Madagascar for the avoidance of double taxation and the prevention of fiscal evasion with respect to taxes on income. The committee has studied the bill and has agreed to report it without amendment.
While I am on my feet, I move:
 That the House do now proceed to orders of the day. 
",Liberal,Malpeque,Wayne Easter,http://www.parl.gc.ca/Parliamentarians/en/members/wayne-easter(218969)
4777327,ca.proc.d.2019-05-02.10592319,2019-05-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance, The question is on the motion. Is it the pleasure of the House to adopt the motion? ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4777328,ca.proc.d.2019-05-02.p5885494,2019-05-02,,,,intervention,Routine Proceedings,Committees of the House,Finance," Agreed. 
 No. ",,,Some hon. members,
4777329,ca.proc.d.2019-05-02.p5885496,2019-05-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance, All those in favour of the motion will please say yea. ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4777330,ca.proc.d.2019-05-02.p5885497,2019-05-02,,,,intervention,Routine Proceedings,Committees of the House,Finance, Yea. ,,,Some hon. members,
4777331,ca.proc.d.2019-05-02.p5885498,2019-05-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance, All those opposed will please say nay. ,Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4777332,ca.proc.d.2019-05-02.p5885499,2019-05-02,,,,intervention,Routine Proceedings,Committees of the House,Finance, Nay. ,,,Some hon. members,
4777333,ca.proc.d.2019-05-02.p5885500,2019-05-02,3176068f-62ee-4b2f-aacd-1131201c6db1,214707,The Speaker,,Routine Proceedings,Committees of the House,Finance," In my opinion the nays have it. 
 And five or more members having risen: 
 Call in the members. ",Liberal,Halifax West,Geoff Regan,http://www.parl.gc.ca/Parliamentarians/en/members/geoff-regan(214707)
4777334,ca.proc.d.2019-05-02.p5885503,2019-05-02,,,,stagedirection,Routine Proceedings,Committees of the House,,"(The House divided on the motion, which was agreed to on the following division:)
Vote #1305",,,,
